Year,Municipality,Crop,Mean_Yield,GP_Pred,Residual,Abs_Error
2009,BOISSEVAIN-MORTON,ALFALFA/GRASS MIX.,1.2526325678496866,0.9276540742261765,0.32497849362351006,0.32497849362351006
2009,BOISSEVAIN-MORTON,ARGENTINE CANOLA,1.1320276079818137,0.23630549121447508,0.8957221167673386,0.8957221167673386
2009,BOISSEVAIN-MORTON,BARLEY,1.985466057959508,0.7767084713214677,1.2087575866380402,1.2087575866380402
2009,BOISSEVAIN-MORTON,OATS,2.474,0.7301793700507695,1.7438206299492307,1.7438206299492307
2009,BOISSEVAIN-MORTON,RED SPRING WHEAT,1.662709994249569,0.5408792292962349,1.1218307649533341,1.1218307649533341
2009,BRENDA-WASKADA,ARGENTINE CANOLA,0.9681821515169436,0.013412712978738695,0.954769438538205,0.954769438538205
2009,BRENDA-WASKADA,BARLEY,1.7644515301447683,0.5432473113399954,1.221204218804773,1.221204218804773
2009,BRENDA-WASKADA,OATS,1.5984958628841608,0.5010669803655625,1.0974288825185983,1.0974288825185983
2009,BRENDA-WASKADA,RED SPRING WHEAT,1.4697175463323306,0.31588721000140896,1.1538303363309217,1.1538303363309217
2009,BROKENHEAD,ARGENTINE CANOLA,0.6687085260115606,0.21473119329387824,0.45397733271768237,0.45397733271768237
2009,BROKENHEAD,OATS,1.086412880458756,0.7553664428117087,0.33104643764704733,0.33104643764704733
2009,BROKENHEAD,RED SPRING WHEAT,0.8167753842277652,0.535761889779805,0.2810134944479602,0.2810134944479602
2009,CARTIER,ARGENTINE CANOLA,0.9175517402027954,0.35931998500182005,0.5582317552009753,0.5582317552009753
2009,CARTIER,BARLEY,1.807,0.8973986220482357,0.9096013779517642,0.9096013779517642
2009,CARTIER,FLAX,0.7032001468069489,0.1183866473500057,0.5848134994569432,0.5848134994569432
2009,CARTIER,OATS,2.0311840996347974,0.9042540440760838,1.1269300555587136,1.1269300555587136
2009,CARTIER,RED SPRING WHEAT,1.4461726549312754,0.6784806800850025,0.7676919748462729,0.7676919748462729
2009,CARTWRIGHT-ROBLIN,ALFALFA,1.34,1.0366502951835828,0.3033497048164173,0.3033497048164173
2009,CARTWRIGHT-ROBLIN,ALFALFA/GRASS MIX.,1.4231823745410035,0.8748527104419423,0.5483296640990611,0.5483296640990611
2009,CARTWRIGHT-ROBLIN,ARGENTINE CANOLA,0.9740149632802938,0.12955819666610457,0.8444567666141892,0.8444567666141892
2009,CARTWRIGHT-ROBLIN,BARLEY,1.722865168539326,0.6819230202036621,1.0409421483356638,1.0409421483356638
2009,CARTWRIGHT-ROBLIN,FLAX,0.7144024157660522,-0.160348954754316,0.8747513705203682,0.8747513705203682
2009,CARTWRIGHT-ROBLIN,RED SPRING WHEAT,1.5313133265513732,0.435202385772978,1.096110940778395,1.096110940778395
2009,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,1.1890913185913183,0.5332535537952768,0.6558377647960415,0.6558377647960415
2009,COLDWELL,ALFALFA/GRASS MIX.,1.4022636971046771,0.7489893547301254,0.6532743423745517,0.6532743423745517
2009,CORNWALLIS,ARGENTINE CANOLA,1.046219648292188,0.12306986303255396,0.923149785259634,0.923149785259634
2009,CORNWALLIS,BARLEY,1.2480408499423488,0.6514262113879876,0.5966146385543611,0.5966146385543611
2009,CORNWALLIS,RED SPRING WHEAT,1.4673899593424076,0.4304215546999455,1.036968404642462,1.036968404642462
2009,DAUPHIN,ALFALFA,2.2429999999999994,1.278214644548772,0.9647853554512273,0.9647853554512273
2009,DAUPHIN,ALFALFA/GRASS MIX.,1.5360808206958074,1.0837530709294336,0.4523277497663738,0.4523277497663738
2009,DAUPHIN,ARGENTINE CANOLA,0.936846346539942,0.3164637465525062,0.6203825999874358,0.6203825999874358
2009,DAUPHIN,RED SPRING WHEAT,1.2112667781091502,0.667905484616246,0.5433612934929042,0.5433612934929042
2009,DELORAINE-WINCHESTER,ALFALFA,1.3395039227519614,1.235812319396304,0.10369160335565741,0.10369160335565741
2009,DELORAINE-WINCHESTER,ARGENTINE CANOLA,1.0508777056669445,0.20799711962022838,0.8428805860467161,0.8428805860467161
2009,DELORAINE-WINCHESTER,BARLEY,1.7172492897727274,0.7491276501582983,0.9681216396144291,0.9681216396144291
2009,DELORAINE-WINCHESTER,OATS,2.029,0.7431041058459545,1.2858958941540455,1.2858958941540455
